R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,weight_class,total_time_fought(sec),no_of_rounds,Red_win
Katsuhisa Fujii,Masutatsu Yano,1,0,0.43,0.36,0.0,0.33,0,0,0,0,0,0,KO,2,1999-11-19,0,41,18,49,18,45,22,61,27,0,0,3,1,33,10,42,15,4,4,1,1,4,4,6,2,36,14,19,3,5,4,0,0,0,0,30,15,0,Open Weight,492,3,1
Frank Shamrock,Tito Ortiz,0,0,0.5,0.27,0.0,0.88,1,0,0,2,1,0,KO,4,1999-09-24,0,61,31,74,20,227,193,125,67,0,0,9,8,34,10,70,18,11,8,3,1,16,13,1,1,46,21,21,3,10,5,11,0,5,5,42,17,1,Light Heavyweight,1182,5,1
Tim Lajcik,Ron Waterman,0,0,0.4,0.56,0.0,0.2,0,2,0,2,0,0,Other,3,1999-09-24,0,30,12,25,14,88,70,59,44,0,0,10,2,25,7,14,8,5,5,1,1,0,0,10,5,19,4,7,4,5,3,10,5,6,5,8,5,0,Heavyweight,900,3,0
Jeremy Horn,Jason Godsey,0,0,0.75,0.14,0.0,1.0,1,0,0,0,0,0,Submission,1,1999-09-24,0,4,3,7,1,9,7,16,8,0,0,1,1,3,2,3,0,0,0,3,0,1,1,1,1,3,2,7,1,1,1,0,0,0,0,0,0,0,Heavyweight,128,3,1
Brad Kohler,Steve Judson,1,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,KO,1,1999-09-24,0,3,3,0,0,3,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,Heavyweight,30,3,1
Chuck Liddell,Paul Jones,0,0,0.46,0.71,0.0,0.0,0,0,0,0,0,0,KO,1,1999-09-24,0,28,13,7,5,34,19,8,6,0,0,5,0,28,13,2,0,0,0,2,2,0,0,3,3,12,3,4,3,12,6,3,2,4,4,0,0,0,Middleweight,233,3,1
Matt Hughes,Valeri Ignatov,0,0,0.65,0.28,0.55,0.0,0,1,1,0,0,0,Other,3,1999-09-24,0,117,77,25,7,164,124,64,45,9,5,0,0,88,48,23,5,29,29,2,2,0,0,0,0,27,13,22,5,5,2,2,2,85,62,1,0,0,Lightweight,900,3,1
John Lewis,Lowell Anderson,0,0,0.32,0.27,1.0,0.0,0,0,0,0,0,0,KO,3,1999-09-24,0,61,20,33,9,77,34,41,17,1,1,1,0,58,18,28,6,3,2,4,3,0,0,1,0,46,11,29,9,15,9,4,0,0,0,0,0,0,Middleweight,613,3,1
Jens Pulver,Alfonso Alcarez,0,0,0.59,0.54,0.0,0.5,1,0,0,0,0,0,Other,2,1999-09-24,0,81,48,62,34,105,69,101,69,1,0,2,1,62,32,47,21,9,7,8,6,10,9,7,7,16,3,15,9,53,35,37,21,12,10,10,4,0,Lightweight,600,2,0
Maurice Smith,Marco Ruas,0,0,1.0,1.0,0.0,1.0,0,2,1,1,0,0,KO,1,1999-07-16,0,4,4,1,1,12,12,6,4,0,0,1,1,2,2,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,0,0,0,2,2,0,0,0,Heavyweight,300,3,1
Pat Miletich,Andre Pederneiras,0,0,0.3,0.52,0.0,0.0,0,0,0,0,0,0,KO,2,1999-07-16,0,42,13,19,10,54,25,26,17,0,0,1,0,32,6,10,3,7,5,2,1,3,2,7,6,31,6,8,4,11,7,9,5,0,0,2,1,1,Welterweight,394,5,1
Jeremy Horn,Daiju Takase,0,0,0.59,0.0,0.0,0.0,0,0,2,0,0,0,KO,1,1999-07-16,0,59,35,14,0,76,51,15,1,0,0,1,0,50,27,14,0,3,3,0,0,6,5,0,0,17,8,14,0,5,3,0,0,37,24,0,0,0,Middleweight,281,3,1
Paul Jones,Flavio Luiz Moura,0,1,0.6,0.5,0.0,0.0,2,0,2,1,1,0,Submission,1,1999-07-16,0,35,21,2,1,74,60,18,15,0,0,0,0,34,20,2,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,33,21,1,0,0,Middleweight,260,3,1
Tsuyoshi Kohsaka,Tim Lajcik,0,0,0.78,0.38,0.0,0.0,3,0,1,4,1,0,KO,2,1999-07-16,0,14,11,31,12,77,73,71,43,3,0,0,0,7,7,29,10,2,2,2,2,5,2,0,0,7,4,6,0,0,0,2,1,7,7,23,11,0,Heavyweight,600,3,1
Eugene Jackson,Royce Alger,1,0,0.45,0.42,0.0,0.25,1,0,0,2,0,0,KO,2,1999-07-16,0,46,21,26,11,52,27,27,12,0,0,8,2,40,15,26,11,6,6,0,0,0,0,0,0,34,11,7,0,7,5,4,3,5,5,15,8,0,Middleweight,379,3,1
Andre Roberts,Ron Waterman,1,0,0.5,0.45,0.0,0.0,0,0,0,0,0,0,KO,1,1999-07-16,0,20,10,48,22,21,11,53,27,0,0,0,0,19,10,42,19,1,0,6,3,0,0,0,0,9,4,15,8,8,3,33,14,3,3,0,0,0,Heavyweight,171,2,1
Travis Fulton,David Dodd,1,0,0.78,0.0,0.5,0.0,0,0,4,0,0,0,Other,2,1999-07-16,0,32,25,0,0,65,47,6,1,2,1,5,0,20,13,0,0,12,12,0,0,0,0,0,0,3,0,0,0,16,12,0,0,13,13,0,0,0,Heavyweight,600,2,1
Bas Rutten,Kevin Randleman,0,0,0.62,0.32,0.0,1.0,1,0,0,4,0,0,Other,3,1999-05-07,0,29,18,61,20,195,181,114,56,0,0,6,6,20,10,58,19,7,6,3,1,2,2,0,0,11,4,2,0,1,1,0,0,17,13,59,20,1,Heavyweight,1260,3,1
Pedro Rizzo,Tra Telligman,1,0,0.2,0.34,0.0,0.0,0,0,0,0,0,0,KO,1,1999-05-07,0,43,9,46,16,43,9,46,16,0,0,1,0,41,7,41,14,0,0,1,0,2,2,4,2,42,9,38,13,0,0,8,3,1,0,0,0,0,Heavyweight,270,2,1
Pete Williams,Travis Fulton,0,0,0.55,0.27,0.0,0.0,2,0,2,0,0,0,Submission,1,1999-05-07,0,27,15,22,6,34,22,34,18,0,0,1,0,18,7,20,4,1,0,0,0,8,8,2,2,16,8,13,2,1,1,1,0,10,6,8,4,0,Heavyweight,388,2,1
Wanderlei Silva,Tony Petarra,1,0,0.78,0.8,0.0,0.0,0,0,0,0,0,0,KO,1,1999-05-07,0,32,25,5,4,39,32,7,6,0,0,2,0,18,12,3,3,14,13,1,0,0,0,1,1,2,0,0,0,29,24,5,4,1,1,0,0,0,Middleweight,173,2,1
Marcelo Mello,David Roberts,0,0,0.53,0.0,0.5,0.0,0,0,3,0,0,0,KO,1,1999-05-07,0,13,7,3,0,15,9,3,0,2,1,0,0,12,6,3,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,12,6,1,0,0,Lightweight,83,2,1
Laverne Clark,Fabiano Iha,1,0,1.0,0.0,0.0,0.0,0,2,0,0,0,0,KO,1,1999-05-07,0,6,6,3,0,6,6,3,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,0,3,3,3,0,1,1,0,0,2,2,0,0,0,Lightweight,81,2,1
Ron Waterman,Chris Condo,0,0,0.75,0.0,1.0,0.0,0,0,1,0,0,0,KO,1,1999-05-07,0,8,6,2,0,14,12,3,1,1,1,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,6,0,0,0,Heavyweight,28,2,1
Tito Ortiz,Guy Mezger,0,0,0.61,0.5,0.4,0.0,0,3,2,0,0,0,KO,1,1999-03-05,0,42,26,4,2,111,92,11,9,5,2,0,0,36,22,3,1,6,4,0,0,0,0,1,1,2,0,3,1,6,2,1,1,34,24,0,0,0,Middleweight,596,2,1
Gary Goodridge,Andre Roberts,0,0,0.57,0.66,0.0,0.0,0,0,0,0,0,0,KO,1,1999-03-05,0,14,8,3,2,14,8,3,2,0,0,0,0,12,6,3,2,0,0,0,0,2,2,0,0,11,6,3,2,3,2,0,0,0,0,0,0,0,Heavyweight,43,2,1
Jeremy Horn,Chuck Liddell,0,0,0.72,0.5,0.42,0.0,3,0,2,1,0,1,Submission,1,1999-03-05,0,11,8,24,12,16,13,70,58,7,3,0,0,3,1,21,12,5,4,2,0,3,3,1,0,7,5,11,3,4,3,2,1,0,0,11,8,0,Middleweight,720,2,1
Kevin Randleman,Maurice Smith,0,0,0.34,0.56,1.0,0.0,0,2,5,0,0,0,Other,2,1999-03-05,0,49,17,16,9,77,39,21,14,4,4,0,0,49,17,9,2,0,0,2,2,0,0,5,5,18,4,13,6,2,1,3,3,29,12,0,0,0,Heavyweight,900,2,1
Evan Tanner,Valeri Ignatov,0,0,0.71,0.25,1.0,0.0,1,0,2,0,0,0,KO,1,1999-03-05,0,32,23,8,2,35,25,14,7,1,1,0,0,26,18,8,2,5,4,0,0,1,1,0,0,8,3,7,1,2,2,1,1,22,18,0,0,0,Middleweight,178,2,1
Pete Williams,Jason Godsey,0,0,0.42,0.28,1.0,0.0,1,0,1,0,0,0,Submission,1,1999-03-05,0,7,3,7,2,14,10,16,9,1,1,0,0,6,2,5,0,1,1,2,2,0,0,0,0,3,1,5,1,2,1,2,1,2,1,0,0,0,Heavyweight,116,2,1
Sione Latu,Joey Roberts,0,0,0.47,0.4,1.0,0.5,0,2,2,1,1,1,KO,1,1999-03-05,0,19,9,42,17,26,14,60,33,1,1,2,1,15,6,38,14,3,2,4,3,1,1,0,0,6,3,8,0,10,4,4,2,3,2,30,15,0,Heavyweight,601,2,1
Bas Rutten,Tsuyoshi Kohsaka,1,0,0.5,0.48,0.0,0.33,0,0,0,2,0,0,KO,2,1999-01-08,0,61,31,47,23,100,70,154,120,0,0,9,3,50,21,38,16,4,3,5,4,7,7,4,3,42,18,14,6,15,9,2,2,4,4,31,15,0,Heavyweight,855,2,1
Pat Miletich,Jorge Patino,0,0,0.38,0.21,1.0,0.16,0,1,0,1,0,0,Other,3,1999-01-08,0,71,27,88,19,115,71,90,21,3,3,6,1,44,9,69,5,9,4,2,1,18,14,17,13,62,20,83,16,4,2,4,2,5,5,1,1,1,Welterweight,1260,3,1
Pedro Rizzo,Mark Coleman,0,0,0.55,0.47,0.0,0.33,0,0,0,0,0,0,Other,2,1999-01-08,0,29,16,53,25,43,29,86,58,0,0,6,2,22,9,49,23,0,0,1,0,7,7,3,2,28,15,23,7,1,1,1,0,0,0,29,18,0,Heavyweight,900,2,1
Tito Ortiz,Jerry Bohlander,0,0,0.48,0.36,0.85,0.0,0,0,4,0,0,0,KO,2,1999-01-08,0,76,37,25,9,100,59,55,39,7,6,0,0,73,35,17,5,3,2,0,0,0,0,8,4,29,12,20,7,12,7,4,1,35,18,1,1,0,Middleweight,871,2,1
Mikey Burnett,Townsend Saunders,1,0,0.31,0.53,0.0,0.0,1,0,0,0,0,0,Other,2,1999-01-08,0,135,42,63,34,150,57,70,41,0,0,6,0,119,28,26,7,9,9,15,14,7,5,22,13,89,21,45,20,37,19,18,14,9,2,0,0,0,Lightweight,900,2,1
Evan Tanner,Darrel Gholar,0,0,0.64,0.15,1.0,1.0,4,0,1,2,0,0,Submission,1,1999-01-08,0,37,24,26,4,39,25,59,30,1,1,1,1,20,10,25,3,6,5,1,1,11,9,0,0,16,10,14,0,21,14,0,0,0,0,12,4,0,Middleweight,477,2,1
Laverne Clark,Frank Caracci,0,0,0.5,0.0,1.0,0.0,0,1,3,0,0,0,KO,1,1999-01-08,0,30,15,2,0,52,35,2,0,2,2,2,0,28,13,0,0,2,2,2,0,0,0,0,0,4,1,2,0,0,0,0,0,26,14,0,0,0,Lightweight,412,2,1
Frank Shamrock,John Lober,2,0,0.69,0.36,0.0,0.75,4,1,1,3,2,0,Submission,1,1998-10-16,0,33,23,11,4,67,55,18,11,0,0,4,3,12,5,10,3,10,8,0,0,11,10,1,1,12,8,8,1,10,7,0,0,11,8,3,3,1,Light Heavyweight,460,3,1
Vitor Belfort,Wanderlei Silva,1,0,0.53,0.5,0.0,0.0,0,0,0,0,0,0,KO,1,1998-10-16,0,13,7,2,1,13,7,2,1,0,0,0,0,13,7,0,0,0,0,0,0,0,0,2,1,13,7,2,1,0,0,0,0,0,0,0,0,0,Middleweight,44,2,1
Pedro Rizzo,David Abbott,2,0,0.68,0.33,0.0,0.5,0,0,0,0,0,0,KO,1,1998-10-16,0,35,24,48,16,63,49,69,31,0,0,2,1,22,12,48,16,0,0,0,0,13,12,0,0,22,17,25,7,7,4,14,4,6,3,9,5,0,Heavyweight,487,2,1
Pat Miletich,Mikey Burnett,0,0,0.55,0.55,0.11,1.0,0,2,0,0,0,1,Other,3,1998-10-16,0,34,19,43,24,111,95,173,145,9,1,2,2,12,2,20,2,14,12,21,20,8,5,2,2,14,4,12,1,20,15,29,23,0,0,2,0,1,Welterweight,1260,3,1
Tsuyoshi Kohsaka,Pete Williams,0,0,0.35,0.19,0.6,0.0,5,0,8,2,1,0,Other,2,1998-10-16,0,40,14,67,13,59,30,70,15,5,3,0,0,29,7,52,6,5,4,13,7,6,3,2,0,36,11,64,12,1,0,2,1,3,3,1,0,0,Heavyweight,900,2,1
Ebenezer Fontes Braga,Jeremy Horn,0,0,0.56,0.6,1.0,0.0,1,0,0,0,0,0,Submission,1,1998-10-16,0,16,9,5,3,26,17,13,11,1,1,0,0,11,6,1,0,3,1,4,3,2,2,0,0,2,2,0,0,10,5,5,3,4,2,0,0,0,Middleweight,207,2,1
Tulio Palhares,Adriano Santos,0,0,0.7,0.3,1.0,0.66,0,0,6,3,0,1,KO,1,1998-10-16,0,44,31,36,11,66,53,47,21,4,4,3,2,36,26,30,8,1,1,3,2,7,4,3,1,23,11,24,4,1,1,0,0,20,19,12,7,0,Middleweight,540,2,1
Frank Shamrock,Jeremy Horn,0,0,0.71,0.56,0.0,0.5,3,0,0,6,2,0,Submission,2,1998-05-15,0,28,20,25,14,129,121,58,45,0,0,10,5,8,3,19,10,15,14,1,1,5,3,5,3,12,4,13,4,8,8,0,0,8,8,12,10,1,Light Heavyweight,988,3,1
Pete Williams,Mark Coleman,1,0,0.52,0.53,0.0,0.37,1,0,0,1,0,0,KO,2,1998-05-15,0,42,22,49,26,56,36,79,54,0,0,8,3,32,13,46,23,2,2,1,1,8,7,2,2,30,14,18,6,10,6,7,6,2,2,24,14,0,Heavyweight,758,2,1
Dan Henderson,Carlos Newton,0,2,0.66,0.62,1.0,0.66,0,1,1,1,0,0,Other,2,1998-05-15,0,42,28,32,20,80,65,43,30,3,3,3,2,40,26,21,10,2,2,2,2,0,0,9,8,10,5,28,19,14,10,4,1,18,13,0,0,1,Middleweight,900,2,1
David Abbott,Hugo Duarte,0,0,0.68,0.0,0.0,0.33,0,0,0,1,1,0,KO,1,1998-05-15,0,16,11,0,0,16,11,1,1,0,0,3,1,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,13,9,0,0,0,Heavyweight,43,2,1
Mike van Arsdale,Joe Pardo,0,0,0.37,0.36,1.0,0.0,1,1,5,0,0,0,Submission,1,1998-05-15,0,72,27,11,4,94,48,17,10,1,1,5,0,55,15,7,2,10,8,4,2,7,4,0,0,35,9,10,3,4,1,1,1,33,17,0,0,0,Heavyweight,661,2,1
Carlos Newton,Bob Gilstrap,0,0,1.0,0.0,1.0,0.0,3,0,2,0,0,0,Submission,1,1998-05-15,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Middleweight,52,2,1
Dan Henderson,Allan Goes,1,1,0.57,0.73,1.0,0.0,1,0,0,0,0,0,Other,2,1998-05-15,0,54,31,49,36,77,53,56,43,1,1,0,0,43,21,27,16,10,9,4,4,1,1,18,16,16,3,42,29,25,18,6,6,13,10,1,1,0,Middleweight,900,2,1
Chuck Liddell,Noe Hernandez,0,0,0.46,0.23,1.0,1.0,0,0,2,0,0,0,Other,1,1998-05-15,0,98,46,38,9,117,61,40,11,2,2,1,1,47,13,37,8,9,6,0,0,42,27,1,1,52,20,25,5,36,21,12,3,10,5,1,1,0,Middleweight,720,1,1
Frank Shamrock,Igor Zinoviev,0,0,0.5,0.0,1.0,0.0,0,0,0,0,0,0,KO,1,1998-03-13,0,4,2,2,0,4,2,2,0,1,1,0,0,1,1,2,0,0,0,0,0,3,1,0,0,3,1,2,0,0,0,0,0,1,1,0,0,1,Light Heavyweight,22,3,1
Tsuyoshi Kohsaka,Kimo Leopoldo,0,0,0.6,0.28,0.0,0.4,0,2,0,5,0,0,Other,2,1998-03-13,0,75,45,46,13,155,113,60,25,2,0,5,2,58,31,46,13,2,2,0,0,15,12,0,0,51,32,34,6,2,2,0,0,22,11,12,7,0,Heavyweight,900,2,1
Pat Miletich,Chris Brennan,0,0,0.42,0.2,0.0,1.0,1,1,1,1,0,0,Submission,1,1998-03-13,0,14,6,10,2,77,67,83,70,0,0,1,1,10,4,8,1,2,1,2,1,2,1,0,0,7,3,9,1,0,0,1,1,7,3,0,0,1,Lightweight,542,2,1
Jerry Bohlander,Kevin Jackson,0,0,0.29,0.72,0.0,1.0,2,0,0,4,0,0,Submission,1,1998-03-13,0,17,5,25,18,21,9,44,35,2,0,2,2,14,2,20,13,0,0,4,4,3,3,1,1,16,4,9,5,0,0,0,0,1,1,16,13,0,Middleweight,623,2,1
Pat Miletich,Townsend Saunders,0,0,0.66,0.38,0.0,0.66,1,0,2,0,1,1,Other,2,1998-03-13,0,27,18,34,13,74,64,71,46,0,0,3,2,14,5,25,7,11,11,6,5,2,2,3,1,12,3,2,0,13,13,7,6,2,2,25,7,0,Lightweight,900,2,1
Mikey Burnett,Eugenio Tadeu,0,0,0.52,0.25,1.0,0.0,1,0,0,0,0,0,KO,1,1998-03-13,0,80,42,24,6,142,100,50,32,1,1,2,0,61,25,15,2,19,17,6,1,0,0,3,3,35,12,11,5,23,10,13,1,22,20,0,0,0,Lightweight,585,2,1
Randy Couture,Maurice Smith,0,0,0.61,0.52,1.0,0.0,1,0,7,0,0,0,Other,3,1997-12-21,0,31,19,17,9,66,54,26,18,3,3,0,0,31,19,11,5,0,0,2,1,0,0,4,3,0,0,14,7,0,0,2,1,31,19,1,1,1,Heavyweight,1260,3,1
Kazushi Sakuraba,Marcus Silveira,0,0,0.5,0.5,1.0,1.0,2,1,1,0,0,0,Submission,1,1997-12-21,0,2,1,2,1,3,2,13,11,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,Heavyweight,224,2,1
Vitor Belfort,Joe Charles,0,0,0.0,1.0,1.0,0.0,3,0,5,0,0,1,Submission,1,1997-12-21,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Heavyweight,243,2,1
Frank Shamrock,Kevin Jackson,0,0,1.0,0.66,0.0,1.0,1,0,0,0,0,0,Submission,1,1997-12-21,0,1,1,3,2,1,1,3,2,0,0,1,1,1,1,2,1,0,0,1,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,Light Heavyweight,16,3,1
Kazushi Sakuraba,Marcus Silveira,0,0,0.0,0.4,0.0,1.0,0,1,0,0,0,0,Other,1,1997-12-21,0,1,0,10,4,2,0,15,9,1,0,1,1,1,0,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,1,0,0,0,0,Heavyweight,111,2,0
David Abbott,Yoji Anjo,0,0,0.41,1.0,0.75,0.0,0,1,1,0,0,0,Other,2,1997-12-21,0,31,13,9,9,90,69,30,29,4,3,1,0,31,13,1,1,0,0,1,1,0,0,7,7,12,6,8,8,0,0,1,1,19,7,0,0,0,Heavyweight,900,2,1
Tra Telligman,Brad Kohler,0,0,0.35,0.5,0.0,0.5,1,0,0,2,0,0,Submission,1,1997-12-21,0,17,6,24,12,29,18,93,74,0,0,6,3,16,5,21,9,0,0,3,3,1,1,0,0,13,6,6,3,3,0,1,0,1,0,17,9,0,Heavyweight,605,1,1
Maurice Smith,David Abbott,0,1,0.92,0.22,0.0,0.0,1,0,0,3,0,0,Submission,1,1997-10-17,0,13,12,22,5,39,38,39,17,0,0,0,0,8,7,22,5,0,0,0,0,5,5,0,0,5,5,8,1,1,1,3,2,7,6,11,2,1,Heavyweight,488,3,1
Mark Kerr,Dwayne Cason,0,0,0.71,0.0,1.0,0.0,1,0,3,0,0,0,Submission,1,1997-10-17,0,7,5,0,0,11,9,0,0,1,1,0,0,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,1,Heavyweight,53,3,1
Randy Couture,Vitor Belfort,0,0,0.79,0.28,1.0,0.0,1,0,2,0,0,0,KO,1,1997-10-17,0,43,34,21,6,88,77,28,13,1,1,1,0,40,31,21,6,3,3,0,0,0,0,0,0,5,2,13,1,26,22,8,5,12,10,0,0,0,Heavyweight,496,2,1
Dave Beneteau,Carlos Barreto,0,0,0.46,0.34,1.0,0.5,0,0,0,1,0,0,Other,2,1997-10-17,0,28,13,32,11,69,54,87,61,3,3,4,2,23,10,23,6,3,2,6,4,2,1,3,1,6,1,19,2,6,5,10,6,16,7,3,3,0,Heavyweight,900,2,1
Mark Kerr,Greg Stott,1,0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,1997-10-17,0,2,1,3,0,2,1,3,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,Heavyweight,17,2,1
Dwayne Cason,Houston Dorr,0,0,0.5,0.5,1.0,0.0,0,0,0,0,0,0,KO,1,1997-10-17,0,22,11,2,1,36,25,15,11,1,1,0,0,22,11,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,22,11,0,0,0,Heavyweight,223,1,1
Alex Hunter,Harry Moskowitz,0,0,0.61,0.54,0.2,1.0,0,4,3,0,1,0,Other,1,1997-10-17,0,18,11,22,12,34,20,36,26,5,1,1,1,15,8,10,2,2,2,12,10,1,1,0,0,3,3,6,0,5,3,16,12,10,5,0,0,0,Heavyweight,720,1,1
Maurice Smith,Mark Coleman,0,0,0.84,0.44,0.0,0.28,0,2,0,9,1,0,Other,3,1997-07-27,0,65,55,43,19,139,129,80,47,0,0,7,2,44,34,43,19,1,1,0,0,20,20,0,0,44,36,6,2,0,0,0,0,21,19,37,17,1,Heavyweight,1260,3,1
Mark Kerr,Dan Bobish,0,0,0.5,0.0,1.0,0.0,0,0,1,0,0,0,Submission,1,1997-07-27,0,6,3,1,0,7,3,7,6,1,1,0,0,4,1,1,0,0,0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,4,1,0,0,1,Heavyweight,98,3,1
Kevin Jackson,Tony Fryklund,0,0,0.5,0.0,1.0,0.0,1,0,1,0,0,0,Submission,1,1997-07-27,0,4,2,1,0,5,3,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,1,Middleweight,44,2,1
Dan Bobish,Brian Johnston,0,0,0.42,0.6,1.0,0.0,1,0,1,0,0,0,Submission,1,1997-07-27,0,21,9,10,6,24,12,10,6,1,1,0,0,21,9,10,6,0,0,0,0,0,0,0,0,8,2,7,4,6,3,3,2,7,4,0,0,0,Heavyweight,130,2,1
Mark Kerr,Moti Horenstein,0,0,0.7,0.5,1.0,0.0,0,0,1,0,0,0,KO,1,1997-07-27,0,20,14,2,1,24,18,13,10,1,1,0,0,20,14,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,20,14,1,1,0,Heavyweight,142,2,1
Kevin Jackson,Todd Butler,0,0,0.5,0.25,1.0,0.0,0,0,1,0,0,0,KO,1,1997-07-27,0,6,3,4,1,7,4,4,1,1,1,0,0,4,3,4,1,1,0,0,0,1,0,0,0,2,0,4,1,1,0,0,0,3,3,0,0,0,Lightweight,87,2,1
Joe Moreira,Yuri Vaulin,0,0,0.77,0.2,1.0,0.0,0,0,7,0,0,0,Other,2,1997-07-27,0,9,7,5,1,80,76,131,114,3,3,0,0,8,7,5,1,0,0,0,0,1,0,0,0,1,0,5,1,0,0,0,0,8,7,0,0,0,Lightweight,900,2,1
Alex Hunter,Sam Fulton,0,0,0.58,1.0,1.0,0.0,0,0,3,0,0,0,Submission,1,1997-07-27,0,12,7,1,1,21,16,2,2,1,1,0,0,8,4,0,0,3,2,1,1,1,1,0,0,3,2,1,1,0,0,0,0,9,5,0,0,0,Heavyweight,150,2,1
Tony Fryklund,Donnie Chappell,0,0,0.62,0.0,1.0,0.0,1,0,2,0,0,0,Submission,1,1997-07-27,0,8,5,2,0,15,11,8,5,1,1,0,0,7,4,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,1,0,0,Lightweight,91,2,1
Vitor Belfort,David Abbott,0,0,0.62,0.4,1.0,0.0,0,0,0,0,0,0,KO,1,1997-05-30,0,24,15,5,2,25,16,5,2,1,1,1,0,22,13,3,0,2,2,2,2,0,0,0,0,1,1,2,0,11,7,3,2,12,7,0,0,0,Heavyweight,52,3,1
Randy Couture,Steven Graham,0,0,0.84,0.0,1.0,0.0,0,0,4,0,0,0,KO,1,1997-05-30,0,19,16,0,0,28,25,1,1,1,1,0,0,18,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,1,Heavyweight,193,2,1
Guy Mezger,Tito Ortiz,0,0,0.0,0.26,0.0,1.0,1,0,0,0,0,0,Submission,1,1997-05-30,0,5,0,19,5,5,0,33,19,1,0,1,1,5,0,19,5,0,0,0,0,0,0,0,0,5,0,15,1,0,0,0,0,0,0,4,4,1,Lightweight,120,2,1
Randy Couture,Tony Halme,0,0,1.0,0.0,1.0,0.0,1,0,2,0,0,0,Submission,1,1997-05-30,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Heavyweight,56,2,1
Steven Graham,Dmitri Stepanov,0,0,0.0,1.0,1.0,0.0,1,0,2,0,0,0,Submission,1,1997-05-30,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Heavyweight,90,2,1
Enson Inoue,Royce Alger,0,0,0.0,0.5,0.0,0.0,1,0,0,1,0,0,Submission,1,1997-05-30,0,0,0,6,3,3,3,8,5,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,Lightweight,96,2,1
Guy Mezger,Christophe Leninger,0,0,0.64,0.18,0.0,0.0,0,1,3,0,0,0,Other,2,1997-05-30,0,54,35,16,3,110,86,32,18,0,0,2,0,39,21,13,3,6,6,0,0,9,8,3,0,23,14,10,3,19,13,6,0,12,8,0,0,0,Lightweight,900,2,1
